date,portfolio_value
2021-01-11,16054255.45
2021-01-12,15984520.27
2021-01-13,16027774.59
2021-01-14,16029525.66
2021-01-15,16029525.66
2021-01-19,16346652.36
2021-01-20,17327133.62
2021-01-21,17327133.62
2021-01-22,17325240.80
2021-01-25,17250102.33
2021-01-26,17268469.58
2021-01-27,15875907.03
2021-01-28,16011155.56
2021-01-29,16011155.56
2021-02-01,16622163.68
2021-02-02,17306766.21
2021-02-03,17306766.21
2021-02-04,17308657.01
2021-02-05,17308657.01
2021-02-08,17371489.36
2021-02-09,17363398.58
2021-02-10,17240427.10
2021-02-11,17518731.95
2021-02-12,17816455.17
2021-02-16,17532254.07
2021-02-17,17288192.68
2021-02-18,16708548.42
2021-02-19,16710373.86
2021-02-22,16070385.84
2021-02-23,15927464.06
2021-02-24,15495375.51
2021-02-25,15497070.11
2021-02-26,15497070.11
2021-03-01,16101281.95
2021-03-02,15329416.57
2021-03-03,13999816.29
2021-03-04,13938399.88
2021-03-05,13938399.88
2021-03-08,12818981.01
2021-03-09,14284962.88
2021-03-10,14284962.88
2021-03-11,14286525.11
2021-03-12,14284962.88
2021-03-15,14693518.22
2021-03-16,14934790.97
2021-03-17,15122983.42
2021-03-18,13734861.31
2021-03-19,13712342.61
2021-03-22,14147210.60
2021-03-23,13962392.21
2021-03-24,13257283.53
2021-03-25,13018105.61
2021-03-26,13018105.61
2021-03-29,13071216.68
2021-03-30,12885327.93
2021-03-31,13463648.35
2021-04-01,14074424.30
2021-04-05,14567249.36
2021-04-06,14532858.08
2021-04-07,14640328.39
2021-04-08,15097435.80
2021-04-09,15212070.71
2021-04-12,15290777.81
2021-04-13,15814542.63
2021-04-14,15259294.53
2021-04-15,15933318.95
2021-04-16,16000578.48
2021-04-19,15796937.13
2021-04-20,15451251.54
2021-04-21,15250812.80
2021-04-22,15252480.83
2021-04-23,15252480.83
2021-04-26,15517294.12
2021-04-27,15313596.88
2021-04-28,15155940.01
2021-04-29,15308016.00
2021-04-30,15020607.71
2021-05-03,14624021.13
2021-05-04,13853464.73
2021-05-05,14090984.00
2021-05-06,14090984.00
2021-05-07,14089442.99
2021-05-10,13195813.08
2021-05-11,13129833.62
2021-05-12,12511280.49
2021-05-13,12511280.49
2021-05-14,12511280.49
2021-05-17,12490097.16
2021-05-18,12227984.83
2021-05-19,11603149.89
2021-05-20,11603149.89
2021-05-21,11604415.71
2021-05-24,11924575.49
2021-05-25,11982267.10
2021-05-26,12103538.51
2021-05-27,11962251.77
2021-05-28,12078812.64
2021-06-01,11814663.04
2021-06-02,11876301.32
2021-06-03,11570438.99
2021-06-04,11571701.23
2021-06-07,11734885.68
2021-06-08,11748309.20
2021-06-09,11761733.58
2021-06-10,12121946.26
2021-06-11,12218152.16
2021-06-14,12510983.95
2021-06-15,12279216.62
2021-06-16,12147733.32
2021-06-17,12601239.14
2021-06-18,12300387.93
2021-06-21,12498299.30
2021-06-22,12847419.35
2021-06-23,12869655.96
2021-06-24,13106479.17
2021-06-25,13065341.35
2021-06-28,13384358.66
2021-06-29,13535066.15
2021-06-30,13475663.22
2021-07-01,13482263.27
2021-07-02,13939885.51
2021-07-06,14044440.28
2021-07-07,14134118.95
2021-07-08,13889144.67
2021-07-09,14124274.99
2021-07-12,14119491.50
2021-07-13,14111932.69
2021-07-14,14476877.53
2021-07-15,14478464.27
2021-07-16,14478464.27
2021-07-19,14561259.51
2021-07-20,15041405.53
2021-07-21,15384876.18
2021-07-22,15649907.58
2021-07-23,15648192.47
2021-07-26,15775894.37
2021-07-27,15260499.34
2021-07-28,15399702.45
2021-07-29,15401390.32
2021-07-30,15399702.45
2021-08-02,15189093.25
2021-08-03,15453499.61
2021-08-04,15530188.77
2021-08-05,15786583.93
2021-08-06,15788314.21
2021-08-09,15815414.35
2021-08-10,15579036.18
2021-08-11,15739311.80
2021-08-12,15739311.80
2021-08-13,15741036.90
2021-08-16,15906039.39
2021-08-17,15488069.00
2021-08-18,15410495.78
2021-08-19,15413868.25
2021-08-20,15413868.25
2021-08-23,15954301.95
2021-08-24,16111763.46
2021-08-25,16129759.55
2021-08-26,15856449.27
2021-08-27,16319839.20
2021-08-30,16756897.45
2021-08-31,16709950.27
2021-09-01,16801608.57
2021-09-02,16778135.83
2021-09-03,16929037.13
2021-09-07,16988982.54
2021-09-08,16814701.03
2021-09-09,16634834.98
2021-09-10,16869443.46
2021-09-13,16518395.45
2021-09-14,16376211.39
2021-09-15,16435360.45
2021-09-16,16437155.62
2021-09-17,16435360.45
2021-09-20,16201123.03
2021-09-21,16221754.99
2021-09-22,16845574.50
2021-09-23,16847414.47
2021-09-24,16845574.50
2021-09-27,16866919.05
2021-09-28,15460228.48
2021-09-29,15597971.76
2021-09-30,15597971.76
2021-10-01,15597971.76
2021-10-04,14840772.38
2021-10-05,15411762.35
2021-10-06,15715957.11
2021-10-07,16122383.35
2021-10-08,16122383.35
2021-10-11,15965640.12
2021-10-12,15802973.21
2021-10-13,16110374.41
2021-10-14,16108619.45
2021-10-15,16110374.41
2021-10-18,16772161.24
2021-10-19,17140529.89
2021-10-20,17086533.15
2021-10-21,17412905.32
2021-10-22,17412905.32
2021-10-25,17722931.55
2021-10-26,17888566.37
2021-10-27,18029841.65
2021-10-28,18621742.34
2021-10-29,18823914.89
2021-11-01,18929376.47
2021-11-02,19181864.22
2021-11-03,19790736.32
2021-11-04,20344034.93
2021-11-05,20344034.93
2021-11-08,20267663.12
2021-11-09,19850044.00
2021-11-10,19415720.18
2021-11-11,19417848.93
2021-11-12,19417848.93
2021-11-15,19242178.92
2021-11-16,19640053.02
2021-11-17,19902973.79
2021-11-18,19905155.96
2021-11-19,19905155.96
2021-11-22,18982708.57
2021-11-23,18724055.65
2021-11-24,18351062.82
2021-11-26,18349051.02
2021-11-29,18860223.08
2021-11-30,18049863.63
2021-12-01,18642728.55
2021-12-02,18642728.55
2021-12-03,18640684.77
2021-12-06,19014117.25
2021-12-07,20154294.98
2021-12-08,20156504.70
2021-12-09,20154294.98
2021-12-10,20156504.70
2021-12-13,19287812.66
2021-12-14,18713764.11
2021-12-15,18648778.35
2021-12-16,18646733.92
2021-12-17,18648778.35
2021-12-20,18810029.42
2021-12-21,20067546.07
2021-12-22,20156265.50
2021-12-23,20156265.50
2021-12-27,20916246.09
2021-12-28,20670159.66
2021-12-29,20637588.78
2021-12-30,20444578.44
2021-12-31,20064591.53
2022-01-03,20459111.89
2022-01-04,19664083.35
2022-01-05,19413023.14
2022-01-06,19413023.14
2022-01-07,19413023.14
2022-01-10,20287786.88
2022-01-11,20983687.67
2022-01-12,20985978.59
2022-01-13,20988279.76
2022-01-14,20988279.76
2022-01-18,20436682.91
2022-01-19,19725736.40
2022-01-20,20231364.66
2022-01-21,20229146.48
2022-01-24,21594183.30
2022-01-25,20001570.83
2022-01-26,21868382.35
2022-01-27,21870780.28
2022-01-28,21865995.10
2022-01-31,23643157.27
2022-02-01,23640565.02
2022-02-02,23643157.27
2022-02-03,23643157.27
2022-02-04,23637984.31
2022-02-07,22960207.26
2022-02-08,23740621.94
2022-02-09,24637098.61
2022-02-10,24637098.61
2022-02-11,24637098.61
2022-02-14,24883933.47
2022-02-15,26630418.96
2022-02-16,26630418.96
2022-02-17,26627511.86
2022-02-18,26630418.96
2022-02-22,26540631.67
2022-02-23,27289936.59
2022-02-24,27289936.59
2022-02-25,27289936.59
2022-02-28,28374684.38
2022-03-01,27065750.93
2022-03-02,28358458.58
2022-03-03,27173927.75
2022-03-04,26011030.62
2022-03-07,23120671.59
2022-03-08,22801355.25
2022-03-09,24571125.28
2022-03-10,24571125.28
2022-03-11,24568429.25
2022-03-14,23422577.65
2022-03-15,25185440.29
2022-03-16,25190961.00
2022-03-17,25190961.00
2022-03-18,25188196.95
2022-03-21,25154841.58
2022-03-22,25817186.56
2022-03-23,25822847.66
2022-03-24,25822847.66
2022-03-25,25817186.56
2022-03-28,26999419.77
2022-03-29,27915729.95
2022-03-30,27921851.20
2022-03-31,27921851.20
2022-04-01,27921851.20
2022-04-04,29431548.61
2022-04-05,27485384.65
2022-04-06,26213444.54
2022-04-07,26213444.54
2022-04-08,26210568.31
2022-04-11,25334928.31
2022-04-12,25008773.53
2022-04-13,25071899.81
2022-04-14,25069148.82
2022-04-18,25425208.61
2022-04-19,27102958.18
2022-04-20,27108901.22
2022-04-21,27108901.22
2022-04-22,27105932.35
2022-04-25,28590611.94
2022-04-26,25376244.42
2022-04-27,25349678.79
2022-04-28,25355229.34
2022-04-29,25349678.79
2022-05-02,26754137.77
2022-05-03,26817088.79
2022-05-04,27404630.46
2022-05-05,27404630.46
2022-05-06,27404630.46
2022-05-09,25690440.15
2022-05-10,26574284.36
2022-05-11,25968219.90
2022-05-12,25971061.31
2022-05-13,25973890.05
2022-05-16,25570608.49
2022-05-17,27055623.02
2022-05-18,27055623.02
2022-05-19,27061527.32
2022-05-20,27061527.32
2022-05-23,28076323.15
2022-05-24,26324610.35
2022-05-25,25874450.65
2022-05-26,25880111.10
2022-05-27,25874450.65
2022-05-31,25683008.36
2022-06-01,26530043.05
2022-06-02,26535860.44
2022-06-03,26530043.05
2022-06-06,25680614.94
2022-06-07,26304084.45
2022-06-08,25767427.53
2022-06-09,25309689.50
2022-06-10,25304140.92
2022-06-13,24066071.86
2022-06-14,24222480.06
2022-06-15,25087940.90
2022-06-16,25093426.78
2022-06-17,25090692.41
2022-06-21,25683361.00
2022-06-22,25588551.45
2022-06-23,26684148.81
2022-06-24,27505848.33
2022-06-27,26509416.15
2022-06-28,24093294.67
2022-06-29,24044778.91
2022-06-30,24047407.54
2022-07-01,24045573.83
2022-07-05,25986886.54
2022-07-06,25986886.54
2022-07-07,25986886.54
2022-07-08,25984043.16
2022-07-11,24942771.43
2022-07-12,24216746.63
2022-07-13,22774250.20
2022-07-14,22776742.35
2022-07-15,22774250.20
2022-07-18,21586458.56
2022-07-19,23343399.65
2022-07-20,23343399.65
2022-07-21,23351060.63
2022-07-22,23353610.49
2022-07-25,23003127.13
2022-07-26,21611394.62
2022-07-27,22615656.38
2022-07-28,22618125.94
2022-07-29,22620597.70
2022-08-01,22985585.09
2022-08-02,22771668.49
2022-08-03,24455391.71
2022-08-04,24460747.74
2022-08-05,24466101.39
2022-08-08,24003018.61
2022-08-09,23178408.69
2022-08-10,24834499.13
2022-08-11,24834499.13
2022-08-12,24839932.78
2022-08-15,25655228.84
2022-08-16,25490307.09
2022-08-17,24606326.41
2022-08-18,24771248.16
2022-08-19,23319936.26
2022-08-22,22409194.22
2022-08-23,22333510.34
2022-08-24,22223425.40
2022-08-25,22225858.79
2022-08-26,22225858.79
2022-08-29,22195567.34
2022-08-30,21453444.06
2022-08-31,22081977.27
2022-09-01,22086566.04
2022-09-02,22088980.73
2022-09-06,21517067.77
2022-09-07,22631299.98
2022-09-08,22636238.58
2022-09-09,22636238.58
2022-09-12,23106897.53
2022-09-13,19304308.57
2022-09-14,19520958.28
2022-09-15,19527363.06
2022-09-16,19527363.06
2022-09-19,20546961.81
2022-09-20,20057554.10
2022-09-21,21109779.88
2022-09-22,21119016.78
2022-09-23,21119016.78
2022-09-26,20979289.68
2022-09-27,21777739.32
2022-09-28,21780114.49
2022-09-29,21784873.31
2022-09-30,21784873.31
2022-10-03,22847711.97
2022-10-04,24219016.56
2022-10-05,24219016.56
2022-10-06,24224302.10
2022-10-07,24224302.10
2022-10-10,23447599.41
2022-10-11,22516646.53
2022-10-12,22628361.07
2022-10-13,22635786.00
2022-10-14,22635786.00
2022-10-17,23227983.97
2022-10-18,25117516.22
2022-10-19,25117516.22
2022-10-20,25128489.37
2022-10-21,25131240.57
2022-10-24,25908046.47
2022-10-25,27162643.07
2022-10-26,27168580.36
2022-10-27,27177475.74
2022-10-28,27174507.10
2022-10-31,26882346.99
2022-11-01,27896047.26
2022-11-02,27905205.09
2022-11-03,27914373.74
2022-11-04,27920468.15
2022-11-07,28473967.22
2022-11-08,29088955.03
2022-11-09,27059493.78
2022-11-10,30980043.66
2022-11-11,30976649.77
2022-11-14,30843666.24
2022-11-15,33051776.17
2022-11-16,33055390.24
2022-11-17,33066219.64
2022-11-18,33066219.64
2022-11-21,32547345.37
2022-11-22,33899642.22
2022-11-23,33907030.44
2022-11-25,33907030.44
2022-11-28,33101850.32
2022-11-29,32308525.58
2022-11-30,32432968.50
2022-12-01,32440066.91
2022-12-02,32443620.82
2022-12-05,31525377.56
2022-12-06,29525792.62
2022-12-07,29157074.47
2022-12-08,29176204.12
2022-12-09,29173017.25
2022-12-12,30212043.24
2022-12-13,33742595.95
2022-12-14,33753652.90
2022-12-15,33761020.94
2022-12-16,33761020.94
2022-12-19,32301346.76
2022-12-20,32159906.98
2022-12-21,32548865.54
2022-12-22,32570231.56
2022-12-23,32570231.56
2022-12-27,31413673.16
2022-12-28,30145186.99
2022-12-29,31096551.61
2022-12-30,31093156.83
2023-01-03,29641640.18
2023-01-04,30097396.01
2023-01-05,29466348.96
2023-01-06,29463127.18
2023-01-09,29352265.91
2023-01-10,30134557.40
2023-01-11,30444215.62
2023-01-12,30467498.92
2023-01-13,30470827.61
2023-01-17,30698674.63
2023-01-18,29559436.63
2023-01-19,28967033.80
2023-01-20,28970196.50
2023-01-23,30637035.60
2023-01-24,30453750.37
2023-01-25,30228167.30
2023-01-26,31327885.04
2023-01-27,31331302.51
2023-01-30,30469867.00
2023-01-31,31831492.58
2023-02-01,32123269.84
2023-02-02,32137335.26
2023-02-03,32144360.27
2023-02-06,32173743.81
2023-02-07,34166004.33
2023-02-08,32328983.60
2023-02-09,31462220.25
2023-02-10,30737762.10
2023-02-13,31776100.49
2023-02-14,32463838.37
2023-02-15,33240729.17
2023-02-16,33258889.97
2023-02-17,33262502.38
2023-02-21,32186061.87
2023-02-22,32214864.37
2023-02-23,33395739.37
2023-02-24,33399383.05
2023-02-27,33042806.24
2023-02-28,32879374.21
2023-03-01,32775373.03
2023-03-02,32786128.29
2023-03-03,32793286.96
2023-03-06,32520792.74
2023-03-07,31306095.58
2023-03-08,31402718.89
2023-03-09,31409586.77
2023-03-10,31416442.63
2023-03-13,33967322.05
2023-03-14,33971046.98
2023-03-15,33989574.29
2023-03-16,34004409.12
2023-03-17,34011829.78
2023-03-20,34568718.38
2023-03-21,36030543.60
2023-03-22,36754496.82
2023-03-23,36770526.15
2023-03-24,36778535.56
2023-03-27,35784056.26
2023-03-28,35189777.78
2023-03-29,36449081.08
2023-03-30,36457017.88
2023-03-31,36449081.08
2023-04-03,36962393.29
2023-04-04,36593561.40
2023-04-05,35421196.07
2023-04-06,34854772.79
2023-04-10,35817688.85
2023-04-11,35124104.78
2023-04-12,34194963.75
2023-04-13,34718424.75
2023-04-14,34718424.75
2023-04-17,34912641.71
2023-04-18,34938033.30
2023-04-19,34861858.53
2023-04-20,34049346.98
2023-04-21,33897002.28
2023-04-24,33777923.44
2023-04-25,31868353.89
2023-04-26,32905339.44
2023-04-27,32916093.98
2023-04-28,32916093.98
2023-05-01,32955880.23
2023-05-02,32078460.86
2023-05-03,32172052.17
2023-05-04,32182607.19
2023-05-05,32189639.80
2023-05-08,32582697.32
2023-05-09,31952580.81
2023-05-10,32983680.16
2023-05-11,33258639.25
2023-05-12,32914938.74
2023-05-15,33280028.27
2023-05-16,33405527.85
2023-05-17,34603470.93
2023-05-18,35573235.17
2023-05-19,35573235.17
2023-05-22,36015091.99
2023-05-23,34622553.65
2023-05-24,33993665.85
2023-05-25,34015919.17
2023-05-26,34023336.95
2023-05-30,33243483.63
2023-05-31,32568678.32
2023-06-01,32559307.62
2023-06-02,32562863.01
2023-06-05,32690455.75
2023-06-06,32655018.13
2023-06-07,30989487.59
2023-06-08,31024925.20
2023-06-09,31028324.36
2023-06-12,32151028.25
2023-06-13,32869390.89
2023-06-14,33545992.05
2023-06-15,33560636.42
2023-06-16,33564303.06
2023-06-20,33826246.88
2023-06-21,32368219.51
2023-06-22,31968303.81
2023-06-23,31971796.82
2023-06-26,30864957.53
2023-06-27,32391290.44
2023-06-28,32770812.76
2023-06-29,32781527.39
2023-06-30,32792238.94
2023-07-03,32860581.44
2023-07-05,32836701.18
2023-07-06,32064540.44
2023-07-07,31992896.63
2023-07-10,32109058.56
2023-07-11,32567758.98
2023-07-12,33774865.98
2023-07-13,34619840.27
2023-07-14,34623601.98
2023-07-17,35378117.87
2023-07-18,36222686.58
2023-07-19,36222686.58
2023-07-20,33681155.70
2023-07-21,34314584.47
2023-07-24,34222503.30
2023-07-25,35180668.61
2023-07-26,35184503.19
2023-07-27,35203679.40
2023-07-28,35207517.28
2023-07-31,35195819.25
2023-08-01,34923945.17
2023-08-02,32640218.92
2023-08-03,31933351.06
2023-08-04,31940339.54
2023-08-07,32272991.10
2023-08-08,31446265.58
2023-08-09,31507503.10
2023-08-10,31524724.53
2023-08-11,31528162.91
2023-08-14,32794806.68
2023-08-15,31787986.07
2023-08-16,30732444.05
2023-08-17,31057226.68
2023-08-18,31060613.66
2023-08-21,32150861.89
2023-08-22,32007633.76
2023-08-23,33583158.77
2023-08-24,33594140.11
2023-08-25,33601451.59
2023-08-28,33553345.64
2023-08-29,34442004.94
2023-08-30,34449508.14
2023-08-31,34472027.42
2023-09-01,34477680.56
2023-09-05,34838531.29
2023-09-06,33918266.47
2023-09-07,32652907.83
2023-09-08,32656467.29
2023-09-11,32970632.68
2023-09-12,31915698.80
2023-09-13,31947190.08
2023-09-14,31957658.79
2023-09-15,31964628.99
2023-09-18,32304062.43
2023-09-19,32109458.39
2023-09-20,30609397.30
2023-09-21,29636383.28
2023-09-22,29639610.33
2023-09-25,30309346.07
2023-09-26,28957602.42
2023-09-27,29226272.25
2023-09-28,29235826.77
2023-09-29,29239007.09
2023-10-02,29902627.07
2023-10-03,28320174.46
2023-10-04,28516954.35
2023-10-05,28535659.42
2023-10-06,28535659.42
2023-10-09,29544375.83
2023-10-10,30027686.38
2023-10-11,30666904.44
2023-10-12,30853992.60
2023-10-13,30860731.88
2023-10-16,31561200.25
2023-10-17,31259219.15
2023-10-18,29937028.67
2023-10-19,30320628.39
2023-10-20,30327244.67
2023-10-23,30982521.35
2023-10-24,31856411.46
2023-10-25,29523037.59
2023-10-26,29171680.70
2023-10-27,29181217.00
2023-10-30,29510017.81
2023-10-31,29939285.24
2023-11-01,31546764.75
2023-11-02,31557110.68
2023-11-03,31560558.35
2023-11-06,31734439.44
2023-11-07,32627782.16
2023-11-08,32686224.70
2023-11-09,31909770.23
2023-11-10,34038756.95
2023-11-13,34169342.04
2023-11-14,36317609.36
2023-11-15,36892736.95
2023-11-16,36908839.76
2023-11-17,36916887.75
2023-11-20,38247158.22
2023-11-21,37554087.83
2023-11-22,37990466.57
2023-11-24,37802224.50
2023-11-27,37840689.84
2023-11-28,38141355.63
2023-11-29,38003909.44
2023-11-30,37686062.47
2023-12-01,38003909.44
2023-12-04,38070066.38
2023-12-05,38344653.82
2023-12-06,37662616.67
2023-12-07,39239271.95
2023-12-08,39708728.11
2023-12-11,40873285.24
2023-12-12,41860219.52
2023-12-13,42927173.30
2023-12-14,42945931.54
2023-12-15,42959982.45
2023-12-18,43642338.10
2023-12-19,44293456.97
2023-12-20,42140424.29
2023-12-21,43312436.94
2023-12-22,43317190.09
2023-12-26,43865665.92
2023-12-27,44096673.31
2023-12-28,43985446.81
2023-12-29,43377984.72
2024-01-02,42310265.99
2024-01-03,40956478.14
2024-01-04,40323537.66
2024-01-05,40327958.76
2024-01-08,42384190.75
2024-01-09,42662404.56
2024-01-10,43592683.16
2024-01-11,43616503.85
2024-01-12,43626033.72
2024-01-16,44006914.40
2024-01-17,43245909.94
2024-01-18,45100308.15
2024-01-19,47164634.34
2024-01-22,46616439.76
2024-01-23,47169776.96
2024-01-24,48480758.18
2024-01-25,48507206.77
2024-01-26,48512486.74
2024-01-29,49791582.54
2024-01-30,48796972.97
2024-01-31,45926562.32
2024-02-01,46493665.90
2024-02-02,46503841.67
2024-02-05,46313749.93
2024-02-06,46045380.89
2024-02-07,47671851.76
2024-02-08,47692698.89
2024-02-09,47697906.32
2024-02-12,47193290.10
2024-02-13,44958821.04
2024-02-14,45798726.01
2024-02-15,45823740.60
2024-02-16,45833736.41
2024-02-20,45438610.26
2024-02-21,44871437.44
2024-02-22,47626271.98
2024-02-23,47631461.39
2024-02-26,47318762.41
2024-02-27,47612815.00
2024-02-28,46841917.20
2024-02-29,47747922.20
2024-03-01,47760971.80
2024-03-04,47228643.17
2024-03-05,44699890.64
2024-03-06,45986980.77
2024-03-07,46007082.17
2024-03-08,46012106.48
2024-03-11,45983430.97
2024-03-12,47176396.11
2024-03-13,47176396.11
2024-03-14,47197010.04
2024-03-15,47207308.44
2024-03-18,46826123.89
2024-03-19,47149388.68
2024-03-20,48395141.87
2024-03-21,48410980.02
2024-03-22,48416265.26
2024-03-25,48833872.10
2024-03-26,48376964.06
2024-03-27,48802360.58
2024-03-28,48495130.76
2024-04-01,48524064.76
2024-04-02,47223614.24
2024-04-03,46534220.88
2024-04-04,46554577.53
2024-04-05,46564743.21
2024-04-08,46335122.80
2024-04-09,46814717.39
2024-04-10,45584787.09
2024-04-11,46110795.20
2024-04-12,46115839.24
2024-04-15,42726933.09
2024-04-16,42734593.08
2024-04-17,43316851.62
2024-04-18,43340495.50
2024-04-19,43345219.58
2024-04-22,43819371.69
2024-04-23,45772827.40
2024-04-24,46865730.89
2024-04-25,46891286.73
2024-04-26,46891286.73
2024-04-29,46784413.99
2024-04-30,44108154.14
2024-05-01,43614718.14
2024-05-02,43638570.20
2024-05-03,43643348.48
2024-05-06,44514695.80
2024-05-07,44514695.80
2024-05-08,44431078.28
2024-05-09,44674327.65
2024-05-10,44978387.91
2024-05-13,44713048.91
2024-05-14,45546348.48
2024-05-15,46312085.77
2024-05-16,46332307.72
2024-05-17,46337363.20
2024-05-20,47244709.68
2024-05-21,47487406.39
2024-05-22,47457988.10
2024-05-23,46751965.89
2024-05-24,48061049.08
2024-05-28,48201756.32
2024-05-29,47194819.24
2024-05-30,46881062.64
2024-05-31,46891267.12
2024-06-03,46474947.66
2024-06-04,46820897.47
2024-06-05,48079562.18
2024-06-06,48084821.34
2024-06-07,48105849.35
2024-06-10,49007001.28
2024-06-11,50018498.19
2024-06-12,52005362.51
2024-06-13,52011040.22
2024-06-14,52039438.07
2024-06-17,53852831.76
2024-06-18,53880858.84
2024-06-20,52612658.80
2024-06-21,52129206.34
2024-06-24,50770308.89
2024-06-25,52465477.97
2024-06-26,52592615.79
2024-06-27,53440200.43
2024-06-28,53457672.05
2024-07-01,54103735.22
2024-07-02,55762254.77
2024-07-03,57132335.42
2024-07-05,57802950.88
2024-07-08,58063646.77
2024-07-09,58190840.02
2024-07-10,60013941.56
2024-07-11,56070956.02
2024-07-12,56184019.09
2024-07-15,56031521.63
2024-07-16,56072907.41
2024-07-17,51141526.34
2024-07-18,52286431.41
2024-07-19,52303552.50
2024-07-22,52671484.13
2024-07-23,52103289.17
2024-07-24,46485280.26
2024-07-25,46563407.20
2024-07-26,46588788.55
2024-07-29,46024364.33
2024-07-30,44147112.65
2024-07-31,47093065.65
2024-08-01,47104401.28
2024-08-02,47130166.35
2024-08-05,50942232.55
2024-08-06,50953365.83
2024-08-07,50964512.70
2024-08-08,50970077.08
2024-08-09,50981219.42
2024-08-12,51004001.85
2024-08-13,54714167.41
2024-08-14,55110146.64
2024-08-15,55116177.98
2024-08-16,55146256.30
2024-08-19,57256221.99
2024-08-20,56902885.73
2024-08-21,57681828.24
2024-08-22,54911362.44
2024-08-23,56637883.54
2024-08-26,55185019.72
2024-08-27,55652553.97
2024-08-28,55459093.85
2024-08-29,55459093.85
2024-08-30,55489308.16
2024-09-03,51453208.24
2024-09-04,51015836.55
2024-09-05,50454678.88
2024-09-06,50482251.16
2024-09-09,50953252.28
2024-09-10,52323843.54
2024-09-11,54582301.23
2024-09-12,54588270.29
2024-09-13,54618076.96
2024-09-16,54648699.39
2024-09-17,54681596.26
2024-09-18,53966109.67
2024-09-19,59048557.95
2024-09-20,59074330.40
2024-09-23,59105844.42
2024-09-24,59942444.92
2024-09-25,59959174.12
2024-09-26,61230810.45
2024-09-27,60176692.03
2024-09-30,61050699.07
2024-10-01,58465162.21
2024-10-02,58119865.81
2024-10-03,58132569.51
2024-10-04,58145288.59
2024-10-07,56964870.61
2024-10-08,59600314.67
2024-10-09,59606834.56
2024-10-10,59613333.43
2024-10-11,59645896.10
2024-10-14,60246781.73
2024-10-15,57843241.44
2024-10-16,57906488.05
2024-10-17,57919134.59
2024-10-18,57938089.10
2024-10-21,58718992.33
2024-10-22,58891114.87
2024-10-23,56168373.18
2024-10-24,57443679.77
2024-10-25,57468751.11
2024-10-28,56433990.06
2024-10-29,57995523.31
2024-10-30,56705561.56
2024-10-31,55302444.06
2024-11-01,55326032.27
2024-11-04,55048266.95
2024-11-05,56716873.24
2024-11-06,56729267.57
2024-11-07,56735469.72
2024-11-08,56766465.50
2024-11-11,56263031.17
2024-11-12,55956515.52
2024-11-13,55758981.25
2024-11-14,55758981.25
2024-11-15,55777238.79
2024-11-18,56414830.47
2024-11-19,57546554.97
2024-11-20,57479542.21
2024-11-21,58045404.46
2024-11-22,58261325.65
2024-11-25,57134766.38
2024-11-26,58021478.51
2024-11-27,56618730.17
2024-11-29,56785893.94
2024-12-02,58212978.07
2024-12-03,58728196.28
2024-12-04,60873775.73
2024-12-05,60372670.80
2024-12-06,61403112.60
2024-12-09,60311836.53
2024-12-10,59657267.90
2024-12-11,61149398.91
2024-12-12,61162753.48
2024-12-13,61182774.65
2024-12-16,62922904.71
2024-12-17,62079795.96
2024-12-18,55368647.22
2024-12-19,56839029.09
2024-12-20,56863932.32
2024-12-23,57961007.67
2024-12-24,60264186.94
2024-12-26,60134716.80
2024-12-27,57688446.63
2024-12-30,57731077.23
2024-12-31,56217818.45
2025-01-02,57219553.44
2025-01-03,57225809.97
2025-01-06,57393728.48
2025-01-07,54302108.90
2025-01-08,54261692.05
2025-01-10,54279498.60
2025-01-13,55736940.14
2025-01-14,55539008.03
2025-01-15,58676635.94
2025-01-16,58676635.94
2025-01-17,58708669.62
2025-01-21,58757332.60
2025-01-22,61037555.34
2025-01-23,61412952.46
2025-01-24,60307605.29
2025-01-27,61520293.44
2025-01-28,64248828.70
2025-01-29,63852373.44
2025-01-30,65189433.11
2025-01-31,65210759.75
2025-02-03,67048377.55
2025-02-04,69482120.77
2025-02-05,70387503.34
2025-02-06,70570242.73
2025-02-07,70585670.67
2025-02-10,71359349.66
2025-02-11,70851068.18
2025-02-12,70992718.72
2025-02-13,73984080.56
2025-02-14,74850658.72
2025-02-18,74660595.53
2025-02-19,74668857.12
2025-02-20,73760277.63
2025-02-21,74148484.11
2025-02-24,70821711.37
2025-02-25,68118733.10
2025-02-26,68961220.62
2025-02-27,68968726.50
2025-02-28,68983774.12
2025-03-03,63315271.20
2025-03-04,62619594.67
2025-03-05,62836432.67
2025-03-06,62843305.60
2025-03-07,62870791.88
2025-03-10,58754717.04
2025-03-11,58067067.10
2025-03-12,60847132.63
2025-03-13,60860415.89
2025-03-14,60873720.22
2025-03-17,62077596.24
2025-03-18,58948625.40
2025-03-19,59706269.66
2025-03-20,59719304.24
2025-03-21,59738869.01
2025-03-24,60727976.43
2025-03-25,61811584.87
2025-03-26,58202621.93
2025-03-27,57486336.19
2025-03-28,57505159.99
2025-03-31,60216474.75
2025-04-01,61603659.79
2025-04-02,62171145.83
2025-04-03,62177939.78
2025-04-04,62198337.74
2025-04-07,67239676.88
2025-04-08,67254387.72
2025-04-09,67254387.72
2025-04-10,67261731.53
2025-04-11,67291118.41
2025-04-14,64309042.55
2025-04-15,64555390.79
2025-04-16,60717595.09
2025-04-17,60744113.01
2025-04-21,58629215.58
2025-04-22,62270779.93
2025-04-23,62284370.64
